,Restaurant,Review,Date,Label
962,The Sushi Bar,though fatty and plump the salmon itself is not particularly flavourful,2016-05-09T00:00:00,2
963,The Sushi Bar,the service is quick and efficient so i wa happy about that,2018-07-20T00:00:00,3
964,The Sushi Bar,i wa totally disappointed with the service,2016-12-30T00:00:00,3
965,The Sushi Bar,attentive service and new modern space on the 4th floor will make me return again,2014-09-02T00:00:00,3
966,The Sushi Bar,the aburi salmon roll they are famous for is flavourful at first bite,2016-05-09T00:00:00,2
967,Fatty Aunt Yong Tau Foo,how wrong can you go with yong tau foo i like this place for their fried thing really nice and crisp go especially for the yong tau foo skin which retains it texture even in a bowl of hot noodle so different from the one in the kopitiam at my workplace,2014-03-29T00:00:00,2
968,Zhen Zhen Porridge,fresh fish and ginger strip further enhance the overall flavour of the porridge,2012-08-08T00:00:00,2
969,Zhen Zhen Porridge,i came for an early lunch when there wa no long line,2018-01-10T00:00:00,3
970,Zhen Zhen Porridge,we waited about 30 min to get a bowl of porridge but it wa so so worth it,2015-06-20T00:00:00,3
971,Zhen Zhen Porridge,it get sold out pretty early and the wait can be pretty long,2012-08-08T00:00:00,3
972,Zhen Zhen Porridge,it probably doe not have the crystal jade plain porridge standard but with the generous amount of sesame oil and sesame seed it s perfect to go along with the yu sheng,2012-08-08T00:00:00,2
973,Zhen Zhen Porridge,ordered differently today,2016-10-27T00:00:00,5
974,Zhen Zhen Porridge,the amount of fish added is generous,2014-01-18T00:00:00,1
975,Zhen Zhen Porridge,this is the longest i ve ever had to wait for a simple bowl of congee but boy wa it worth it,2014-02-06T00:00:00,3
976,Gram,the frapps are very refreshing and extremely flavourful,2019-11-16T00:00:00,2
977,Seow Choon Hua Restaurant,overall the only thing this lacked were the usual fried egg floss which probably accounted for the le flavourful soup,2017-06-15T00:00:00,2
978,The Tippling Club,the chocolate and orange dessert wa just alright,2014-08-31T00:00:00,2
979,The Tippling Club,i sat at the counter and wa able to watch the chef prepare and explain each dish,2018-07-25T00:00:00,3
980,The Tippling Club,this is a world class restaurant,2018-10-16T00:00:00,4
981,The Tippling Club,one of the staff member spilled one of our other cocktail which we barely touched and it wa sitting for a while and they didn t take it off the check otherwise we loved it here,2015-10-07T00:00:00,3
982,The Tippling Club,they have since reinvented themselves to be on tanjong pagar in a bustling neighbourhood and the music is louder the place is smaller and it feel a lot more mainstream much ha been said about the tastebud tickling culinary gimmick that ryan clift s establishment spews out on a regular basis,2014-05-01T00:00:00,4
983,The Tippling Club,but the vibe is just hip upscale enough that they pull off the high price,2015-12-17T00:00:00,4
984,The Tippling Club,the tippling club ha delicious drink that border on being over priced,2015-12-17T00:00:00,1
985,The Tippling Club,it wa simply delicious and had such a rich and beautiful color,2018-07-25T00:00:00,2
986,The Tippling Club,setting is cool and music very entertaining for such a high level kitchen,2016-10-31T00:00:00,4
987,FOC,great cocktail and great food,2015-02-16T00:00:00,2
988,FOC,been to foc twice,2016-10-06T00:00:00,5
989,FOC,beef cheek burger wa okay and lamb chop were bland,2017-08-03T00:00:00,2
990,FOC,and not even enthusiastically good,2014-12-21T00:00:00,5
991,FOC,come to mama they impressed me when i walked in the door the hostess squeezing me in on the spot despite no real opening for quite awhile,2015-06-21T00:00:00,3
992,FOC,simply a great restaurant,2015-04-18T00:00:00,5
993,FOC,foc staff wa really really helpful and thing were resolved to satisfaction in no time,2016-10-06T00:00:00,3
994,FOC,total bill for 2 came up to dollar 115 incl,2015-11-18T00:00:00,1
995,The Study,a you cut the fish it slice into flake which told me yes this fish is fresh,2016-04-28T00:00:00,2
996,The Study,again i could not taste the truffle on the gnocchi,2015-02-28T00:00:00,2
997,Warung Aneka Rasa,on the 3rd floor beside the bridge across people park and chinatown point next to the uob atm,2016-05-23T00:00:00,5
998,Warung Aneka Rasa,the taste is authentic,2016-05-23T00:00:00,2
999,The Halia,ginger drink are tasty and hydrating in hot singapore weather,2014-03-26T00:00:00,2
1000,The Halia,give me my ac please weekend brunch start at 11am,2013-07-22T00:00:00,4
1001,The Halia,take a weekend spend a morning in the botanics amongst nature and then dive into delectable brunch in the middle of ginger garden,2013-05-27T00:00:00,4
1002,The Halia,good customer service too,2017-09-23T00:00:00,3
1003,The Halia,because i have celiac disease and can not eat gluten i can not speak to their food item beautiful looking muffin pie tart etc,2013-03-14T00:00:00,5
1004,CreatureS,pumpkin soup wa alright too nothing to shout about,2016-06-30T00:00:00,2
1005,CreatureS,also the rainbow cheesecake is the best cheesecake i ve ever eaten in my life and i used to live and eat for a living in the home of cheesecake nyc nearly every dish that i ve tried here is a 5 star taste all of it feeling like a first class home cooked meal,2016-06-15T00:00:00,2
1006,CreatureS,firstly it doe have a beautiful ambiance,2013-05-15T00:00:00,4
1007,Salt Grill & Sky Bar,creamy custard covered with the sugar glaze and topped with salted caramel ice cream,2013-03-21T00:00:00,2
1008,Salt Grill & Sky Bar,you enter the restaurant through a welcome area on the 4th floor of ion and through a special elevator bank behind the art gallery,2014-10-10T00:00:00,4
1009,Salt Grill & Sky Bar,i had booked a table for 11am and although the restaurant wa pretty much empty we were sat in the centre of the room,2014-08-24T00:00:00,5
1010,Salt Grill & Sky Bar,it came close to allowing the red pepper to dominate,2012-12-08T00:00:00,2
1011,Salt Grill & Sky Bar,may i wa expecting much more from this price,2015-12-27T00:00:00,5
1012,Salt Grill & Sky Bar,i m sure you can get other dish not quite a expensive a the steak but i think that is the main appeal of a nice place like this,2019-01-14T00:00:00,1
1013,Salt Grill & Sky Bar,with a mismatched buttermilk sauce,2016-07-12T00:00:00,2
1014,Salt Grill & Sky Bar,their red wine sauce wa really good though,2017-02-05T00:00:00,2
1015,Salt Grill & Sky Bar,it wa bright inside,2016-11-17T00:00:00,4
1016,Salt Grill & Sky Bar,the service wa perfect,2016-02-11T00:00:00,3
1017,Killiney Kopitiam,i had the curry and it wa excellent,2018-06-16T00:00:00,2
1018,Killiney Kopitiam,it s a quick breakfast that get you in and out,2020-01-26T00:00:00,3
1019,Killiney Kopitiam,so again it is white bread with a pat of butter honey and hainanese coconut jam spread,2018-04-06T00:00:00,5
1020,Killiney Kopitiam,i ate them quickly only a a matter if formality will finish with the insightful philosophical message posted on a sign on the wall here that put my morning in perspective teen you have all the time and energy but no money worker you have the money and energy but no time oldie you have all the time and money but no more energy lesson enjoy life and all the thing you have at the moment because you can t have everything at once,2014-01-21T00:00:00,5
1021,Killiney Kopitiam,in fact i went here twice for breakfast while in singapore the kaya spread that had a unique combination of mildly sweet yet savory taste to it,2017-12-22T00:00:00,2
1022,Killiney Kopitiam,a for the food it s the best kaya toast i ve had in singapore the laksa and mee rebus are both great and their kopi c teh c yuan yang drink are all top notch,2015-06-12T00:00:00,2
1023,Killiney Kopitiam,when half boiled egg were a rarity and dark sauce symbolized true darkness,2013-11-28T00:00:00,2
1024,Killiney Kopitiam,a great place to have your coffee and if you want to know what this first store of a big kopitiam chain is like,2015-10-27T00:00:00,4
1025,Roland,it s really salted egg sauce that s fried into the crab and they tossed in some yam fritter to give the dish extra crispiness crunch and flavor,2014-05-21T00:00:00,2
1026,Roland,my daughter enjoyed the light mango pudding with pomelo,2018-06-20T00:00:00,5
1027,Roland,when we made inquiry about the menu the staff were friendly and hospitable taking the time to go to the kitchen to answer our question,2018-06-20T00:00:00,3
1028,One Man Coffee,the fry wa lacking of crispiness coffee soda dollar 6 it wa a glass of soda accompanied with a glass of espresso,2017-02-08T00:00:00,2
1029,One Man Coffee,though aircon wa a little warm but still the vibe wa still good,2019-06-27T00:00:00,4
1030,One Man Coffee,sitting outside is a nice alternative if you want a bit of peace and quiet,2016-04-01T00:00:00,4
1031,Afterglow,i enjoyed their cold pressed juice the green one with spinach in it it wa nice and light and very veggie with a nice sweetness,2014-04-04T00:00:00,2
1032,Afterglow,both were priced for dollar 22 which wa pretty expensive given the ingredient and portion of food,2015-07-16T00:00:00,1
1033,ShuKuu Izakaya,follow the chef s recommendation we loved the beef ponzu the sashimi scallop black ink squid,2019-05-08T00:00:00,2
1034,ShuKuu Izakaya,since it s an izakaya we decided to go for some sake and asked for recommendation from the waiter who wa very helpful and patient in explaining the drink menu to u,2015-11-20T00:00:00,3
1035,ShuKuu Izakaya,great izakaya for a chill evening with friend on hip stanley street,2016-01-29T00:00:00,4
1036,Long Beach Seafood,it s dry and bland,2014-12-27T00:00:00,2
1037,Long Beach Seafood,parking is also a problem,2016-03-21T00:00:00,3
1038,Long Beach Seafood,our nose were running and our hand were messy but our belly were happy and full,2019-12-29T00:00:00,5
1039,Long Beach Seafood,im giving 3 star for the pepper crab and service,2019-08-09T00:00:00,5
1040,Long Beach Seafood,i loved the chili because it wa so rich and creamy while my friend loved the taste of the black pepper,2013-10-26T00:00:00,2
1041,Long Beach Seafood,dempsey is quite hard to get to if you don t have a car,2016-01-15T00:00:00,4
1042,Long Beach Seafood,for seafood in the dempsey area go to the jumbo seafood instead,2015-11-22T00:00:00,5
1043,Long Beach Seafood,staff wa very friendly and helpful,2014-07-22T00:00:00,3
1044,Long Beach Seafood,we started with a live prawn dish with broccoli that wa quite good and also some chicken wing who doesn t love deep fried chicken wing mmm the black pepper crab came out next and the table went silent with everyone enjoying the deliciousness,2013-01-18T00:00:00,2
1045,Long Beach Seafood,more than enough food for 4 people,2013-01-18T00:00:00,1
1046,Long Beach Seafood,pretty pricey in my book but then again singapore ain t cheap,2013-02-17T00:00:00,1
1047,Long Beach Seafood,the food is great and vegetable are cooked in nice way sea food is awesome,2015-11-07T00:00:00,2
1048,Long Beach Seafood,the crab and all the side we had were great but i wish it could have been a more reasonable price,2016-08-07T00:00:00,1
1049,Long Beach Seafood,i asked for paper napkin not the wet one and the man returned with paper towel he rolled out from the bathroom,2015-11-22T00:00:00,5
1050,Long Beach Seafood,no word could possibly describe light and yummy this dish wa,2015-05-26T00:00:00,2
1051,Looâs Hainanese Curry Rice,whether or not their curry is still cooked in the traditional way they claim it is it doe have one of the best curry around chinese curry that is,2014-11-16T00:00:00,2
1052,Looâs Hainanese Curry Rice,like most hainanese curry place some of their dish are their trademark pork chop stewed cabbage just to name a couple,2014-11-16T00:00:00,2
1053,Looâs Hainanese Curry Rice,nice and tasty curry rice,2019-04-28T00:00:00,2
1054,Once Upon A Thyme,the sauce the texture of the pasta and the variety worth giving it a try,2016-06-10T00:00:00,2
1055,Once Upon A Thyme,the meatball were nice and tender with good flavor,2016-05-04T00:00:00,2
1056,Once Upon A Thyme,my wife like the turkey bacon carbonara,2015-06-14T00:00:00,2
1057,Once Upon A Thyme,maybe this is good,2016-06-10T00:00:00,5
1058,Once Upon A Thyme,the staff ha a super bright smile and happily entertained my request of putting chili padi in my pasta,2016-06-10T00:00:00,3
1059,Hong Kong Street Family Restaurant,the taste is obviously prawn paste but it s just a tad light,2016-03-14T00:00:00,2
1060,Geylang Prawn Noodle,the soup ha been consistently umami with a rich prawny taste,2015-08-17T00:00:00,2
1061,Kafe Utu,i don t remember the name of it but one had salted peanut butter on the rim of the cup and wa really good,2019-05-31T00:00:00,2
1062,Teochew Handmade Pau,the pau s skin is so fluffy and soft despite being so thinly molded at some part of the pau,2015-11-20T00:00:00,2
1063,Teochew Handmade Pau,and a the their name state they are all handmade and started by mr yeoh who is teochew,2012-08-26T00:00:00,5
1064,Teochew Handmade Pau,the meat inside is juicy and the sauce coat the interior of the bao perfectly so you do not get the feeling of dryness at all,2014-07-10T00:00:00,2
1065,Potato Head Folk,priding their food with best quality prime beef and lamb from australia a well a uk be rest assure to sit back and enjoy the burger,2016-04-26T00:00:00,2
1066,Potato Head Folk,there s a rooftop bar,2016-05-14T00:00:00,4
1067,Potato Head Folk,it s loud and vibrant,2016-05-14T00:00:00,4
1068,Potato Head Folk,pro ambience is pretty good not so loud noisy like some of the other barscon cocktail are normal,2016-03-11T00:00:00,4
1069,Potato Head Folk,the service wa super friendly which wa a nice bonus,2014-06-20T00:00:00,3
1070,Potato Head Folk,great atmosphere and staff always a pleasure to come here,2016-11-13T00:00:00,4
1071,Potato Head Folk,after our meal we are busy checking and the service crew are also busy clearing the table,2014-09-27T00:00:00,3
1072,Potato Head Folk,we were seated at the three bun restaurant second floor and blue floral design decorated the wall with artfully mismatched furniture and quirky statue lending a whimsical vibe to the area,2014-10-03T00:00:00,4
1073,Potato Head Folk,even better rooftop bar with some special cocktail and building view,2018-09-08T00:00:00,4
1074,Tenshin,excellent tempura dish with just the right amount of batter and fresh ingredient,2013-09-11T00:00:00,2
1075,Corner House,the texture of cheek is traditionally chewy and here it wa fattier and much more tender than i m used to,2019-02-23T00:00:00,2
1076,Corner House,would you ever think an onion tea would be appetizing,2016-06-15T00:00:00,5
1077,Corner House,it in an excellent location in the botanical garden,2016-08-25T00:00:00,4
1078,Corner House,the menu wa rather concise,2015-07-06T00:00:00,5
1079,Geylang Lor 9 Fresh Frog Leg Porridge,we did order the porridge,2012-11-07T00:00:00,5
1080,Geylang Lor 9 Fresh Frog Leg Porridge,we just wanted some fantastic frog s leg and we got them,2012-11-07T00:00:00,2
1081,Geylang Lor 9 Fresh Frog Leg Porridge,should have ordered the large the frog ordered 2 came in a sizzling clay pot and the porridge came separately in another clay pot,2019-01-22T00:00:00,5
1082,Nassim Hill Bakery Bistro Bar,it wa just unfortunate that the staff wa unable to cope with the swarming lunch crowd on our visit,2016-05-24T00:00:00,3
1083,Nassim Hill Bakery Bistro Bar,the staff are smiley until a hiccup happens,2016-09-08T00:00:00,3
1084,Nassim Hill Bakery Bistro Bar,parking wa pretty easy but the layout of the building wa like a maze and after 5 minute my friend and i figured out how to reach the front of this cafe and towards the end we realized there wa another shortcut next to the lift and you could walk in from the back door ordered these few dishes1 tonkatsu entree portion wa pretty small and it wa only an average dish with a high price tag 2 full sized chili crab pasta didn t have much crab meat in the dish and doesn t look photo worthy like the picture on the website my friend gave me 3 two faced pizza half salami and half blue cheese with arugula,2015-08-16T00:00:00,5
1085,Nassim Hill Bakery Bistro Bar,went here for new year brunch,2016-01-01T00:00:00,5
1086,Nassim Hill Bakery Bistro Bar,the owner are extremely friendly,2017-05-08T00:00:00,3
1087,Nassim Hill Bakery Bistro Bar,popped by around the area during lunchtime on a tuesday and the staff seemed overwhelmed by the crowd,2016-05-24T00:00:00,3
1088,Nassim Hill Bakery Bistro Bar,came here for brunch on a sunday,2012-11-26T00:00:00,5
1089,Nassim Hill Bakery Bistro Bar,it come sprinkled with chili padi,2016-01-01T00:00:00,2
1090,Nassim Hill Bakery Bistro Bar,customer service really set the tone of your restaurant,2016-09-08T00:00:00,3
1091,Nassim Hill Bakery Bistro Bar,there is also a huge table with high chair for either communal dining or to share with others,2014-01-01T00:00:00,4
1092,Etna Italian Restaurant,i may be demanding on this but i did not foresee getting my hand dirty trying to peel the meat off the crab in a fancy italian restaurant,2017-04-17T00:00:00,5
1093,Etna Italian Restaurant,ambiance very cozy warm and intimate,2015-01-13T00:00:00,4
1094,Etna Italian Restaurant,from the review i thought this place would be fantastic but i wa not impressed,2013-06-24T00:00:00,5
1095,Etna Italian Restaurant,it wasn t fresh and barely tasted like fish,2013-06-24T00:00:00,2
1096,Etna Italian Restaurant,another is the price which are high,2014-04-29T00:00:00,1
1097,Etna Italian Restaurant,i loved the sweet tender pumpkin with the crunchy nut and even though i usually eschew rich sauce this wa very tasty and then the rather transcendental calamari alla griglia or grilled squid coil with a lovely chop of garlic and herb,2014-03-03T00:00:00,2
1098,Etna Italian Restaurant,seafood sweet and tender these were salted just right and utterly fantastic we had to round off the starter with some bruschette it doe after all take up a fair half page in the menu and ended up with the etna which had a slice each topped with chopped tomato a grilled eggplant slice parma ham and a slab of mozzarella,2014-03-03T00:00:00,2
1099,Etna Italian Restaurant,the weekday set lunch menu is a good bargain,2013-07-20T00:00:00,1
1100,Humpback,we were warmly greeted and shown to our table which wa at the bar,2016-07-16T00:00:00,3
1101,Humpback,it s called humpback,2015-11-01T00:00:00,5
1102,Humpback,it wa our last night in singapore and we were looking to get the whole experience starting with drink getting some wine with dinner etc,2018-01-23T00:00:00,5
1103,Humpback,i loved the bright airy space and it s a great place to start the evening,2017-03-01T00:00:00,4
1104,National Kitchen By Violet Oon,i ordered entry main and dessert a very tasty experience the staff wa absolutely perfect,2017-12-28T00:00:00,3
1105,National Kitchen By Violet Oon,there is another outlet going by the name of violet oon singapore located in bukit timah road and we were there to celebrate the birthday for my bestie the interiorthe design of the restaurant came about with the help of a design innovation assistance grant from the design singapore council,2016-06-23T00:00:00,4
1106,National Kitchen By Violet Oon,this one is located in the city hall section of the national gallery,2017-08-27T00:00:00,5
1107,National Kitchen By Violet Oon,the anticipation wa really high,2019-12-28T00:00:00,5
1108,National Kitchen By Violet Oon,this tapioca cake looked innocently like an ordinary slice of cheesecake but wa actually a slice of heaven in disguise,2018-03-31T00:00:00,2
1109,National Kitchen By Violet Oon,at 10am on a sat they are already fairly busy but the wait is not bad 10mins,2019-07-12T00:00:00,3
1110,National Kitchen By Violet Oon,and if i ever go back to singapore i will go back to this beautiful perfect place,2018-08-28T00:00:00,5
1111,National Kitchen By Violet Oon,i had iced tea way overpriced at dollar 9,2016-03-11T00:00:00,1
1112,Lola's Cafe,i do not understand why on earth do people queue up for 2 hour for this,2014-11-04T00:00:00,3
1113,Lola's Cafe,besides being the bos choo kiat is the chef cum barista,2013-07-20T00:00:00,5
1114,Lola's Cafe,i wa sold for it presentation,2015-10-17T00:00:00,4
1115,Boca Restaurant,although service staff is very hard to come by in singapore the relatively mid high price set certain service expectation,2015-06-20T00:00:00,3
1116,Al Afrose Restaurant,9 10 no food,2020-01-18T00:00:00,3
1117,Al Afrose Restaurant,first their service is good,2012-08-21T00:00:00,3
1118,Fynn's,our server bjorn wa an excellent host and guided u through our drink selection along with snack of preference,2018-10-16T00:00:00,3
1119,Hamburg Steak Keisuke,different type of egg you can request from them,2017-04-30T00:00:00,3
1120,Hamburg Steak Keisuke,salad bar is kept nicely chilled fresh and colourful,2017-05-10T00:00:00,2
1121,Mrs Pho,we asked for water a well and they rolled their eye and walked away from u,2019-06-24T00:00:00,3
1122,Mrs Pho,i also opted for a fresh spring roll appetizer,2016-05-20T00:00:00,5
1123,Mrs Pho,you get the cool air followed by a blast of warm air it is most disconcerting,2015-05-21T00:00:00,4
1124,Mrs Pho,you may need to ask for more sauce,2016-11-06T00:00:00,5
1125,Mrs Pho,of course it wa a damn sight better than the ridiculously overhyped overrated and overpriced namnam,2016-02-27T00:00:00,1
1126,Mrs Pho,i wa going to keep going when a guy wa like hey,2016-06-25T00:00:00,5
1127,Mrs Pho,the pho with soup wa very tasty and my friend were pleasantly surprised by how addictive the cockle were,2017-02-08T00:00:00,2
1128,Mrs Pho,the noodle and the broth were excellent,2014-12-03T00:00:00,2
1129,Mrs Pho,i can not see or taste the brisket at all and the meat is very chewy and tough,2015-05-21T00:00:00,2
1130,Mrs Pho,no tax gst but charge 10 for service charge the usual charge service charge but had to go to counter to pay bill,2016-07-16T00:00:00,1
1131,Keisuke Tonkotsu King,just make sure you remember what your combination wa so that when the waiter brings you a bowl you know you have the right one and they speak with the local accent so be ready to listen and focus one thing i would like to do next time is that they have all you can eat hard boiled egg at each table,2013-12-25T00:00:00,3
1132,Keisuke Tonkotsu King,kinda idiot proof,2013-08-20T00:00:00,3
1133,Keisuke Tonkotsu King,oh they held so much promise,2016-04-30T00:00:00,5
1134,Keisuke Tonkotsu King,we were here right at 6pm when they opened and we managed to walk in straight away,2013-07-30T00:00:00,5
1135,Keisuke Tonkotsu King,if you think you want more ramen tell the waiter before you finish the soup there s an explanation on the wall about this,2013-07-03T00:00:00,5
1136,Keisuke Tonkotsu King,keisuke is located at 1 tras link a 3 minute walking from tanjong pagar mrt,2012-08-23T00:00:00,4
1137,Keisuke Tonkotsu King,delicious delicious,2015-06-17T00:00:00,2
1138,Keisuke Tonkotsu King,it definitely make it taste yummier,2012-09-09T00:00:00,2
1139,Keisuke Tonkotsu King,the noodle wa nice and firm,2016-04-30T00:00:00,2
1140,Gajalee,the rice and naan came out shortly after the crab,2013-11-16T00:00:00,3
1141,Gajalee,in town for business and refuse to eat dinner in hotel unless captive,2015-03-24T00:00:00,5
1142,Gajalee,in town for business and refuse to eat dinner in hotel unless captive,2015-03-24T00:00:00,5
1143,Taratata Brasserie,i felt the manager wa great and attentive,2013-06-16T00:00:00,3
1144,Taratata Brasserie,the wine wa good and the ambiance wa nice and relaxed,2013-06-16T00:00:00,4
1145,Taratata Brasserie,the view wa fantastic especially at night and they had plenty of outdoor table,2012-10-23T00:00:00,4
1146,Taratata Brasserie,on a very happening street,2014-04-20T00:00:00,5
1147,Ah Bong's Italian,best to come early or try to make a rez,2016-07-06T00:00:00,3
1148,The RiceTable,in general you can be assured of a good meal at the rice table just beware of the service the rice table hire some teenager that probably work to earn some extra pocket money and it show,2015-03-25T00:00:00,3
1149,The RiceTable,there are little heated rack placed in the middle of the table and small platter of appetizer and food start to pile up,2012-08-19T00:00:00,4
1150,OverEasy,i don t understand why they need to do that especially when credit card fraud is so common now,2013-03-02T00:00:00,3
1151,OverEasy,we were 3 and waited for at least 30 minute for our food to come,2015-08-02T00:00:00,3
1152,OverEasy,my friend wa gathering exasperated by the inattention of the waiter we changed the order into another plate of mini burger well he really did enjoyed those burger which i hear is famous over here at overeasy,2015-06-12T00:00:00,3
1153,OverEasy,kinda stuffy,2014-10-06T00:00:00,4
1154,OverEasy,husband and i came on a friday evening so it wa hoppin with local and tourist alike i ordered the to die for burger and my husband got the truffle mac and cheese,2012-11-30T00:00:00,5
1155,OverEasy,not too quiet and not too rowdy,2012-09-17T00:00:00,4
1156,OverEasy,oh and thumb up for the attentive server for the outdoor area,2014-10-06T00:00:00,3
1157,OverEasy,however i really like overeasy for it great ambience and the amazing al fresco seating area that overlook the water with a lovely breeze blowing through at time the tune they play here at are also pretty chilled out or funky,2012-09-05T00:00:00,4
1158,OverEasy,get a table there are couch or high table outdoors and sip your cocktail or wine while admiring the magnificent marina bay sand,2012-11-15T00:00:00,4
1159,Genesis Vegan Restaurant,it s completely vegan the staff wa friendly and interested in how i found out about the restaurant and the food wa amazing,2016-09-28T00:00:00,3
1160,Genesis Vegan Restaurant,from the dumpling to the tofu cheesecake it wa delightful in a lively setting with helpful staff,2018-04-17T00:00:00,3
1161,Genesis Vegan Restaurant,super impressed with this restaurant a i am not a vegan yet wa delighted by the taste and selection offered,2018-04-17T00:00:00,2
1162,Genesis Vegan Restaurant,i love their vegan cheesecake a it moist and delicious compared to at other vegetarian place,2019-12-25T00:00:00,2
1163,Genesis Vegan Restaurant,it s in the middle of an industrial business side of town with residence nearby but if you re a tourist who want to see real life singapore without the flash and dazzle of orchard road this is a great place to go,2016-09-28T00:00:00,4
1164,Marutama Ramen,there is a queue during peak hour,2016-05-21T00:00:00,3
1165,Jai Thai,jai thai is the sort of place you would probably never get a seat at if it wa downtown,2012-07-10T00:00:00,3
1166,Jai Thai,ambience aircon,2019-06-27T00:00:00,4
1167,Jai Thai,they don t get point for atmosphere,2013-02-15T00:00:00,4
1168,Jai Thai,service is swift and friendly,2013-02-15T00:00:00,3
1169,Jai Thai,thai iced tea is sweet and plentiful,2013-02-15T00:00:00,2
1170,Jai Thai,luckily it s in a quiet neighbourhood,2012-07-10T00:00:00,4
1171,Jai Thai,price are on the higher side for a restaurant of this standard,2019-03-20T00:00:00,1
1172,Craftsmen Specialty Coffee,i waited perhaps 5 minute after ordering so turnaround wa good,2019-11-15T00:00:00,3
1173,Craftsmen Specialty Coffee,the portion size are very generous and well worth the money,2019-03-15T00:00:00,1
1174,Punch,the kind folk will hold your table until 11am before releasing to whoever come first,2016-07-25T00:00:00,3
1175,Punch,and if you wonder we failed in the attempt,2016-07-25T00:00:00,5
1176,Beach Road Kitchen,they send out another waiter to try to smooth thing over,2018-02-17T00:00:00,3
1177,Beach Road Kitchen,i had only tried laksa a couple time before at sit down restaurant which likely have a completely different approach to this dish,2018-11-24T00:00:00,5
1178,Beach Road Kitchen,the staff is so friendly and ensure that your meal is pleasant,2019-08-09T00:00:00,3
1179,Beach Road Kitchen,the hostess really didn t want me to come in telling me i had to leave by noon because a large party wa coming in,2018-02-17T00:00:00,3
1180,Tatsuya,sushi man well trained,2019-07-02T00:00:00,3
1181,Tatsuya,it wa just dollar 100 value but i ve paid more than dollar 300,2014-08-19T00:00:00,1
1182,Tatsuya,so all in all excellent sushi and service lacklustre starter pricey for the quality and amount you are getting,2016-07-28T00:00:00,1
1183,Tatsuya,any respectable sushi establishment will wipe your serving plate a this is the respectable way of serving sushi 5 unce unce club music wa playing a background music,2015-09-22T00:00:00,3
1184,Tatsuya,went to the powder room for drink and snack the decor of the place is nice it s on the second floor of the black swan which make it feel a little more exclusive they have a happy hour for a few drink on weekday along with happy hour on housepours and oyster tried powder my nose and another drink with yuzu cream,2017-05-17T00:00:00,4
1185,Entre Nous Creperie,my main regret is that we waited until our last night in town to try this place out,2015-03-03T00:00:00,3
1186,Entre Nous Creperie,definitely order anything with the homemade salted caramel sauce or just ask for a container to take home,2015-03-03T00:00:00,2
1187,Entre Nous Creperie,nice little shop perfect for a lazy saturday brunch we came in a little late and got the entire place to ourselves,2017-09-23T00:00:00,5
1188,Triple Three,they actually didn t bother to verify that we had the card before giving u the bill,2017-04-13T00:00:00,3
1189,Triple Three,attentive staff make for pleasant lunch,2014-11-15T00:00:00,3
1190,Singapore Fried Hokkien Mee,you have to wait a little longer because it mean the cook will have to take a break from cooking hokkien mee to specially cook your order of mee goreng,2013-11-28T00:00:00,3
1191,Singapore Fried Hokkien Mee,every time i eat it taste the same,2016-05-09T00:00:00,2
1192,Jing Hua Xiao Chi,they are going to do all of this relatively quick,2013-07-06T00:00:00,3
1193,Jing Hua Xiao Chi,the only thing is the service here is rather bad,2012-09-02T00:00:00,3
1194,Jing Hua Xiao Chi,on a hot day in singapore i decided to venture out into the world barely avoiding heat stroke,2018-07-06T00:00:00,5
1195,Jing Hua Xiao Chi,the skin wa a bit too soft for my taste,2014-03-23T00:00:00,2
1196,Long Bar Steakhouse,fine dining place with excellent service,2015-09-26T00:00:00,3
1197,Long Bar Steakhouse,go to a hawker centre or to the grand hyatt,2018-01-13T00:00:00,5
1198,My Awesome Cafe,not sure i can think of a more efficient process given the layout and it doe cut down on the time to pay a there s no need to flag down a server to get your bill just something for the cafe to consider,2014-03-16T00:00:00,3
1199,My Awesome Cafe,there are many awesome thing to point out from the excellent customer service to the fresh delicious dish,2017-07-04T00:00:00,3
1200,Jalan Sultan Prawn Mee,parking is limited,2015-12-01T00:00:00,3
1201,Jalan Sultan Prawn Mee,service there is swift and curt with no room for small talk,2012-08-05T00:00:00,3
1202,Byblos Grill,first of all i had asked for extra pickle in my wrap,2018-08-16T00:00:00,3
1203,Byblos Grill,so generous and took the time to tell u tourist where to go eat thing to do etc,2018-03-16T00:00:00,3
1204,Tim Ho Wan,they hand you a sheet and you order from it,2018-01-27T00:00:00,3
1205,Tim Ho Wan,the fried rice veggie dumpling and shumai were good beyond our expectation,2019-05-18T00:00:00,2
1206,Tim Ho Wan,i got a nice seat and ordered what wa popular,2018-01-14T00:00:00,5
1207,Tim Ho Wan,har kow prawn were big fresh but skin wa chewy beancurd skin wa also chewy,2015-12-03T00:00:00,2
1208,Mellben Seafood,no prior reservation are allowed,2016-02-14T00:00:00,3
1209,Mellben Seafood,we brought our overseas guest here on a rainy saturday evening,2015-11-30T00:00:00,5
1210,Mellben Seafood,do go early to queue,2016-02-14T00:00:00,3
1211,Mellben Seafood,it wa worth the 1 hour wait with 4 drink and 2 plate of fried mantou each plate had 10 mantous and a crab bee hoon it cost u dollar 144,2014-08-19T00:00:00,1
1212,Mellben Seafood,the soup is delicious although i could sense a great deal of msg in the soup,2014-08-19T00:00:00,2
1213,Mellben Seafood,the cereal prawn is also good,2018-05-10T00:00:00,2
