Restaurant,Review,Label,Stars,Date
Spize,Must try indian food on the menu :),5,5,2016-07-10T00:00:00
Druggists,"You have to do the hard thing which, the almost impossible thing, which is to ""educate the customer"".",5,5,2015-11-07T00:00:00
Komala Vilas Restaurant,I came here basically for some good indian vegetarian food and it didn't disappoint.,2,5,2013-04-29T00:00:00
The Halia,Good customer service too.,3,4,2017-09-23T00:00:00
Spago By Wolfgang Puck,"The windows were huge and bright, allowing you to enjoy the sunshine and take in the view of the beautiful Singapore skyline.",4,4,2017-12-11T00:00:00
Song Fa Bak Kut Teh,We ordered up some water chestnutwaters to hydrate and got to looking at the menu.,5,4,2015-09-14T00:00:00
Pek Kio Market & Food Centre,"The nasi lemak at the back though is full of flavor with a heavy dose of coconut milk and crunchy accompaniments of fried chicken, fish cake or braised cabbage.",2,4,2014-11-11T00:00:00
Tolido's Espresso Nook,Is extremely busy on the weekend but easy to sit right down on a week day.,3,4,2019-06-15T00:00:00
The Lawn,Grilled Garlic Prawn Salad.,5,5,2014-04-14T00:00:00
Mellben Seafood,The cereal prawn is also good!!,2,5,2018-05-10T00:00:00
Magurodonya Miuramisakikou Sushi,This place had such great sushi!!,2,5,2019-09-02T00:00:00
Huber's Bistro,"Whole chicken, bacon, bacon wrapped dates, sliced ham, ground beef.",5,4,2014-08-31T00:00:00
Amaravati,Being a Bengali married to a Malayalee we know our food and our spice and take it very seriously.,5,4,2018-07-08T00:00:00
Toast Box,That's really the first time I encountered Singapore bad service.,3,4,2019-11-18T00:00:00
Decker Barbecue,Lots of attitude from front counter owner staff.,3,3,2016-02-06T00:00:00
Alaturka,The karisik kebab (mixed kebab plate) was next.,5,3,2014-07-07T00:00:00
Din Tai Fung,"I had the seaweed salad before, but the tofu dish was new to me: nice way to start the meal.Fried shrimp pancake: this was new to me as well, and was my favorite dish.",2,4,2015-03-07T00:00:00
Jaan,My favorite meal and Michelin experience while in Singapore.,5,5,2020-01-05T00:00:00
Chinatown Seafood Restaurant,period.,5,4,2013-04-18T00:00:00
Bakalaki Greek Taverna,"Overall, I loved the hospitality of Bakalaki.",3,5,2017-07-27T00:00:00
Burnt Ends,"Much anticipated, @burntends_sg didn't disappoint.",5,4,2015-11-26T00:00:00
Komala Vilas Restaurant,"If only the original Komala Vilas decides to expand to the San Francisco Bay Area, life could be so wonderful.",5,5,2018-02-20T00:00:00
Saveur,"It didn't seem that it has been undercooked and far less overcooked, but I failed to recognise the rewarding fork-tenderness short rib meat.",2,3,2013-02-07T00:00:00
The Beast, Attempt at you're own risk.,5,4,2014-07-31T00:00:00
Wolf Burgers, today was just a big disappointment.,5,5,2016-09-04T00:00:00
Ponggol Nasi Lemak,"And I didn't like it one bit until I tried this place (fortunately, I live few blocks away) and ever since I came here, I have been a big fan.",5,5,2012-09-19T00:00:00
Wee Nam Kee Chicken Rice,"Moist on the inside, crispy skin on top plus a large helping of lightly flavored rice.",2,4,2015-07-24T00:00:00
Entre Nous Creperie,Nice little shop - perfect for a lazy Saturday brunch..we came in a little late and got the entire place to ourselves.,5,4,2017-09-23T00:00:00
Momma Kong's Crab Shack,Stingray had a fishy smell.,2,3,2015-05-23T00:00:00
Crystal Jade Golden Palace,Will certainly go back.,5,5,2018-08-14T00:00:00
Eight Treasures Vegetarian,"I relish being able to try things vegetarians usually can't have, but beyond that, the execution is impeccable.",2,5,2018-02-12T00:00:00
Chatterbox,We came here to eat dinner with my family after they picked us up from the airport Monday night.,5,4,2019-12-25T00:00:00
Zam Zam Restaurant,the chilli chicken curry was thick but not too spicy.,2,4,2014-03-07T00:00:00
Ya Kun Kaya Toast,"Especially, when you're dipping the Kaya Toast bread in the eggs... Yummmmmmyyyy.",2,4,2012-07-23T00:00:00
10 at Claymore,And expensive tea (you know the kind where the bags are hand sewn and pyramid-shaped like five stones).,1,4,2014-10-02T00:00:00
Swee Choon Tim Sum,"Slowly peel off the paper cup base, and slowly bite into the bun.",5,3,2013-12-21T00:00:00
Shahi Maharani,It is known as one of the best restaurants in Singapore and definitely lives up to the reputation.,5,5,2018-05-05T00:00:00
Zhong Guo La Mian Xiao Long Bao," While I am reluctant to admit this kind of uncouth behavior, I can devour 30 dumplings in one sitting!",5,4,2017-02-27T00:00:00
Tatsuya,Any respectable sushi establishment will wipe your serving plate as this is the respectable way of serving sushi.5) Unce unce club music was playing as background music.,3,2,2015-09-22T00:00:00
Holycrab,The wait team is very helpful and provide great recommendations.,3,5,2020-01-01T00:00:00
Spize,Let's start with the positives.,5,3,2018-05-19T00:00:00
Mrs Pho,"Of course, it was a damn sight better than the ridiculously overhyped, overrated and overpriced NamNam.",1,4,2016-02-27T00:00:00
328 Katong Laksa,I came from Hawaii.,5,2,2019-02-17T00:00:00
Jumbo Seafood,The dish came like warm.,2,3,2018-02-10T00:00:00
Komala Vilas Restaurant,Not overpowering with the yogurt flavor which I appreciated.You can tell a lot of locals cane here to eat which was a great sign.,2,4,2019-09-19T00:00:00
Lolla,"Ordered Urchin, fennel, beef, tongue, leek, pork,egg eel, squid,tuna.",5,2,2017-10-01T00:00:00
Din Tai Fung,As well as food too.,5,4,2018-12-31T00:00:00
Beirut Grill,"So my thoughts on the dishes:1) Mezze Platter: hummus needed a more robust taste, but good quality olive oil.",2,2,2016-01-02T00:00:00
Vatos Urban Tacos,Definitely check it out if you're craving tacos in Singapore.,5,5,2015-12-28T00:00:00
Classic Lao Di Fang Vegetarian,The place wasn't crowded on a Friday night at about 7:30pm but I was told it could be especially when there's a birthday party or during the first () and fifteen () day of the lunar calendar.,5,4,2015-11-20T00:00:00
Jumbo Seafood,"The greens, crab, seafood rice and yummy rolls were all amazing.",2,4,2017-05-27T00:00:00
Blue Ginger,"The staff at Blue Ginger accomodated this and, even though it was pretty busy, they seated us 30 minutes prior to our reservation.",3,4,2012-09-30T00:00:00
Red House,"Plus tea which we had not ordered but was instantly put on our table and poured in to our cups .. plus pickled peanuts , that were put on our table as we sat down and had not ordered by us, plus towels, amounting to $145ish We said we were not happy and the tea, peanuts, and towels, were quickly removed.",3,3,2017-08-12T00:00:00
Burnt Ends,"My only regret was not leaving enough room for dessert, which I hear is on par with the rest of the menu.",5,5,2013-08-11T00:00:00
Ya Kun Kaya Toast,?Kaya toast was a MUST when I visited Singapore.,5,5,2014-12-07T00:00:00
Kebabs n Curries,"Chinese dishes cooked with Indian spices, extremely difficult to find even in India and certainly outside); moderate prices; Halal-certified.",5,4,2018-05-09T00:00:00
Swee Choon Tim Sum,"For the uninitiated, there is a way of consuming these salted yolk custard buns that will NOT cause a mess or an unexpected explosion of hot buttery custard all over you.",5,3,2013-12-21T00:00:00
Beauty in the Pot,There is always a line during the day (even weekdays) until 9 PM so make sure you line up early or try to make reservations (if they ever pick up your call).,3,4,2017-03-21T00:00:00
Wee Nam Kee Chicken Rice,You can use garlic and spicy sauce from the table.,5,5,2019-02-01T00:00:00
Hong Sheng Restaurant,"However, it allows for more variety when ordering.",5,5,2019-09-13T00:00:00
Song Fa Bak Kut Teh,I always bring visitors to this song fa bakut teh and they love it,5,5,2015-03-24T00:00:00
Din Tai Fung,I was delighted when we didn't have to wait at all and were seated immediately.,3,5,2015-10-31T00:00:00
hans im glýýýýýýýýck,No problem.,5,2,2019-09-11T00:00:00
Majestic Bay,"Though the menu says it is pork ribs, our entire plate was pork belly coated in this weird tasting coffee rub.We started with a geoduck done two ways - sashimi and steamboat.",2,3,2013-01-12T00:00:00
Ya Kun Kaya Toast,"A very sweet, simple, buttery, and heavy brekky.",2,5,2018-01-06T00:00:00
MTR 1924,Quite the contrast from the previous dish.,5,5,2019-11-22T00:00:00
Jumbo Seafood,"Eventually, the food was good.",2,3,2017-12-07T00:00:00
Por Kee Eating House,I highly recommend this dish and would get it again.,5,5,2017-01-20T00:00:00
Red House Seafood Restaurant,I like how our waiter told me I have more than enough food for the 2 of us and never push or upsell us to more expensive items!,3,4,2014-01-06T00:00:00
Red House Seafood Restaurant,The deco might not be at fancy as the location at Robertson Quay or the atmosphere might not be as buzzing at East Coast but I find this location a less touristy vibe and more down to earth!,4,4,2014-01-06T00:00:00
Ramen Nagi Singapore,"Fisherman King (S$16.90++)which was this month's limited king and limited to 400 bowls.Featuring sardine oil infused with Nagi's award-winning tonkotsu pork-broth, topped with succulent chashu slices, bonito powder and a fragrant ball of minced pork.Selected normal for soup base and special sauce.",2,3,2018-03-09T00:00:00
Liao Fan Hawker Chan,Some people said that the one in Smith Street is better; I hope to try that out someday.,5,4,2017-11-15T00:00:00
Swee Choon Tim Sum,Don't expect refined food and you'd be enjoying yourself.,5,3,2015-11-04T00:00:00
Satay By The Bay,"It tastes like if you just ordered satay from a restaurant that specializes in something else, where the main focus isn't the satay.",5,3,2018-06-01T00:00:00
Kebabs n Curries,The mango lassi ($3) garnished with dried coconut sprinkles is one of the best in town.,2,3,2012-08-10T00:00:00
Burnt Ends,Go here.,5,5,2017-02-18T00:00:00
Basilico,when I walked in.,5,5,2015-10-29T00:00:00
Astons Specialities,"Service is fairly efficient, though they've gotten the doneness of my steak wrongly a few times.",3,3,2012-08-05T00:00:00
Fat Cow,Great beef!Had the FatCow Premium Donburi Kagoshima A4 Tenderloin.,2,5,2019-08-22T00:00:00
Burnt Ends,I get the hype with the experimental drinks and the different types of meat cuts but I just couldn't get into it.,5,3,2019-10-31T00:00:00
FOC,Simply a great restaurant!,5,5,2015-04-18T00:00:00
Din Tai Fung,"Stopped by for dinner last night, and ordered the soup dumpling with a vermicelli soup.",5,3,2017-02-06T00:00:00
Pollen,The drinks are expensive: $7 for an iced latte.,1,2,2017-07-23T00:00:00
Les Amis,They only do set menus here so it is quite pricey for dinner but they have a more reasonably priced lunch menu (Saturdays included!,1,5,2014-05-13T00:00:00
Blue Ginger,The staff was attentive and very present.,3,4,2012-12-09T00:00:00
Spago By Wolfgang Puck,"Pan Seared Pork Dumplings: This was good too, but you can easily get pork dumplings anywhere.",2,4,2017-12-11T00:00:00
Labyrinth,"Gastro place, the tasting menu was excellent.",5,4,2017-01-18T00:00:00
Sin Huat Seafood Restaurant,I'm not sure how much of it was their cooking vs their ability to get the best quality crabs.,3,4,2019-02-23T00:00:00
Chinatown Seafood Restaurant,how can you go wrong.,5,4,2013-04-18T00:00:00
Wee Nam Kee Chicken Rice,They accept credit card if your bill exceeds its minimum amount for payments in credit card.,3,4,2017-04-16T00:00:00
Bincho at Hua Bee,Pleasantly surprised!,5,5,2014-03-09T00:00:00
Pastaria Abate,Truffle Carbonara ($15.90)The Carbonara here is pretty decent.,5,4,2018-01-01T00:00:00
Zam Zam Restaurant,"Best of all, the curry that they give to go with the murtabak is thick and not watered down like many other popular places.",2,5,2013-02-03T00:00:00
Chir Chir,"Despite having an exhausting but productive day out with my bestie (I didn't sleep for 2 days at this point), I forced myself to get fried chicken because FRIED CHICKEN IS LOVE My bff is a big fan like me and brought me to Chir Chir for a very rewarding (unhealthy) and delicious experience we ordered the fried chicken plate that is served for 2!",2,5,2015-09-21T00:00:00
Luke's Oyster Bar & Chop House,"Crispy on the outside, and they filled it with Boursin cheese and spring onion.",2,4,2013-12-31T00:00:00
Piedra Negra,The food is at best average.,2,2,2012-08-19T00:00:00
No Signboard Seafood Restaurant,The spicy crab is delicious and tasty.,2,4,2017-05-29T00:00:00
Muthu's Curry,No crispy brown bits and little bubbles of joy.,2,1,2019-02-16T00:00:00
Outram Park Fried Kway Teow Mee,Cannot even tastes the pork cracklings.,2,2,2017-06-23T00:00:00
Hai Di Lao,"My friend made a reservation a few weeks in advance, but if you don't have a reservation and are willing to wait, they have a host of things for you to do while waiting, from manicures to board games.",3,4,2014-03-29T00:00:00
Old Airport Road Food Centre,"Great flavor of cockles, Chinese chives, bean sprouts and flat noodles all cooked in light and dark soy sauce.",2,5,2014-05-11T00:00:00
Jumbo Seafood,It is said that Jumbo and No Signal are the two best seafood restaurants in SG.,5,5,2017-09-16T00:00:00
PS.Cafe,"I didn't try them as I was too full but next time, I'll be sure to try their Truffle Fries ($15).",5,3,2019-01-18T00:00:00
Jumbo Seafood,"But oh well, the meal was still pretty great.",2,5,2016-01-26T00:00:00
LAVO Italian Restaurant & Rooftop Bar,"We tried the dragonfruit spritz, Moscow mules, and frose - all were delicious!",2,4,2019-07-09T00:00:00
Vatos Urban Tacos,Prices are very reasonable for Singapoire - on average $10-12 for TWO tacos (not one).,1,5,2015-12-28T00:00:00
Zam Zam Restaurant,It was even better than the best pulled milk tea I've had in Hong Kong.,2,4,2019-04-10T00:00:00
Ciao Italian Risto Bar,Prices were very reasonable especially for Singapore considering the amount of food you get.,1,4,2018-06-06T00:00:00
Crab Song,In a city that is sooooo expensive it is nice to have somewhere you can go with great food and a $5 beer!,1,5,2017-09-16T00:00:00
The Hangar,"Pork Yakitori ($15)For $15, I think this dish is overpriced, unlike the japanese yakitori, this did not taste like it had the yakitori sauce/teriyaki sauce on it.",1,4,2014-12-26T00:00:00
Sungei Road Laksa,"The bowls are fairly small, so it's usually the case that I have to have two to fill myself up.",1,5,2016-04-30T00:00:00
Nanbantei Japanese,The affordable and satisfying set lunches are what's worth coming back for.,1,4,2016-04-30T00:00:00
Old Airport Road Food Centre,Highly recommended and very affordable.,1,4,2017-02-09T00:00:00
Plain Vanilla Bakery,Over priced for what you get.,1,2,2016-10-28T00:00:00
timbre+,Dry and flavourlessGarons - reasonably priced French food,1,3,2016-05-07T00:00:00
Hai Di Lao,"Prices are on the higher end, but worth it especially in a group of 6 (it's the magic #).",1,4,2017-03-26T00:00:00
Saveur,"With its great food at value prices, be prepared for a long wait, but totally worth it!",1,4,2015-04-01T00:00:00
Salt Grill & Sky Bar,"I'm sure you can get other dishes not quite as expensive as the steaks, but I think that is the main appeal of a nice place like this.",1,5,2019-01-14T00:00:00
Palm Beach Seafood,If I paid $50 I would give it 5 stars but for one person it was incredibly overpriced and under eaten.,1,4,2020-01-18T00:00:00
La Ristrettos,Yes it's a little pricey at $11 but totally worth it.,1,4,2014-12-23T00:00:00
Long Beach Seafood,"Pretty pricey in my book but then again, Singapore ain't cheap.",1,4,2013-02-17T00:00:00
hans im glÃƒÂ¼ck,16 SGD for a veggie burger and tap water??!!,1,3,2018-12-17T00:00:00
Jumbo Seafood,Expensive.,1,1,2015-03-27T00:00:00
DB Bistro Moderne,$44++ is massively overpriced for a burger that would've been beaten in a blind taste test by Shake Shack or Omakase.,1,2,2016-06-11T00:00:00
Lolla,"As you can read, we ordered tons of dishes but it only costs us $65 per person, including a couple glasses of white wine, tips and taxes.",1,4,2013-08-18T00:00:00
Saveur,It offers a nice selection of tasty dishes at low prices (S$6-15).,1,4,2015-04-01T00:00:00
Violet Oon's Kitchen,"In terms of value, I would say it's pretty pricey.",1,4,2013-03-17T00:00:00
Hai Di Lao,Even the cheapest ones were of good quality and well-marinated.,1,5,2014-10-03T00:00:00
Aroy Dee,"If you want to have pocket friendly food that comes with generous portion, this can be one of your choices.",1,3,2018-06-18T00:00:00
Toast Box,Go here and trust you will have a yummy and reasonably priced meal.,1,4,2014-07-22T00:00:00
Spago By Wolfgang Puck,My dinner was excellent though the portions were on the lean side for the price.,1,4,2017-07-09T00:00:00
Soi 19 Thai Wanton Mee,The serving looked quite small.,1,4,2017-03-03T00:00:00
Yao Fa Wanton Mee,"its so affordable, you could order 2 servings and be doubly satisfied.",1,5,2013-02-17T00:00:00
Broadway Food Court,CHEAP EATS GALORE!!!,1,4,2016-02-20T00:00:00
Fat Cow,"Be prepared to pay through your nose though, but for that special occasion, go for it.",1,5,2015-05-09T00:00:00
Third & Sixth Bistrobar,"For Singapore prices, reasonably-priced burgers.",1,4,2016-07-13T00:00:00
Ah Ter's Fishball Minced Meat Noodles,A must go-to when you want good value for money yummy food.,1,5,2017-03-22T00:00:00
Artichoke Cafe & Bar,Good on the wallet!,1,5,2018-02-18T00:00:00
Ippudo,Go elsewhere plus the price is ridiculous for suck subpar food.,1,1,2018-01-13T00:00:00
Brawn & Brains Coffee,Oh and it's not overpriced in this age of five buck coffees.,1,5,2015-07-20T00:00:00
Clinton Street Baking Company & Restaurant,"It looked awful and for $18, I was not happy.",1,3,2016-11-29T00:00:00
Sin Heng Kee Porridge,For the price you pay ($3.50 - $5.00) you would get a big bowl of congee.,1,5,2015-12-19T00:00:00
Isle Eating House,"Definitely my choice of cheap eats if I'm near Peace Centre, or before I head to Teo Heng at Hotel Rendezvous.",1,4,2014-12-28T00:00:00
Kopi Tiam,"Without the Entertainer 1-for-1 offer, the cost would have been unjustified.",1,3,2018-09-12T00:00:00
Piedra Negra,The highlight was the guacamole which was assembled table side - unfortunately the portion was a bit on the stingy side,1,3,2015-12-29T00:00:00
Hainanese Delicacy Chicken Rice,It's no wonder the folks here are not overweight; the portions are super small to what I'm used to.,1,5,2016-03-06T00:00:00
Jumbo Seafood,It was a nice red sauce that had a slight heat mixed in with the sweet.,2,3,2019-09-29T00:00:00
Sin Huat Seafood Restaurant,The crab is fresh and sweet and the veggies are probably the best I've ever had.,2,5,2017-12-30T00:00:00
The Naked Finn,"We had:- Scallop ceviche style - this was awesome, my favorite of the night.",2,5,2014-07-05T00:00:00
Jumbo Seafood,Jumbo didn't fail to deliver a yummy chilli crab famous in Singapore for a reason - deliciousness,2,4,2014-03-12T00:00:00
China Whampoa Home Made Noodle,Their home made chili sauce on the side is the bomb.,2,4,2013-10-10T00:00:00
Allauddin's Briyani,It also comes with a small bowl of curry that was flavorful but not spectacular.,2,4,2014-06-05T00:00:00
Bistro Du Vin,Which was crisp and meltingly tender.,2,4,2014-01-09T00:00:00
Dehesa,"If the bone were sliced into halves, the fatty collagen would be flavored more easily.",2,5,2017-09-01T00:00:00
Fluff Bakery,It is simply heavenly!2.,2,4,2015-01-25T00:00:00
Burnt Ends,This steak was grilled perfectly medium rare with some bits of fat left on top for good measure.,2,4,2013-12-05T00:00:00
The Kitchen Table,Foie pate campagne ridiculously portioned and awesome.Chicken satay surprising delicious almost as hawker centers but doubled the price.Pizza has a legit airy crust.Wonton was bland but thanks for pork belly.Sushi was mediocre passable.Filet was over cooked and corrected.,2,5,2019-11-28T00:00:00
Braseiro,Did I mention how delicious the Caipirinhas are??,2,5,2016-09-29T00:00:00
Ya Hua Bak Kut Teh,You don't have to be a fan of the peppery type of bak kut teh to enjoy this delicious bowl of soup.,2,4,2012-08-05T00:00:00
Chatterbox,The chicken was good.,2,3,2016-10-23T00:00:00
Etna Italian Restaurant,"I loved the sweet tender pumpkin with the crunchy nuts - and even though I usually eschew rich sauces, this was very tasty.and then the rather transcendental calamari alla griglia, or grilled squid coils with a lovely chop of garlic and herbs.",2,5,2014-03-03T00:00:00
CafÃƒÂ© Iguana,"soggy chips, bland flavor.",2,2,2012-10-07T00:00:00
Salt Grill & Sky Bar,with a mismatched buttermilk sauce.,2,1,2016-07-12T00:00:00
10 at Claymore,"Freshly made, piping hot and generous fillings - nutella and durian, both good - I would have had 2 of each if I hadn't been so full.",2,4,2014-10-02T00:00:00
Hai Di Lao,"It tastes very distinctly of fresh prawn here, compared to other places where it may taste more like fish or fish cake.",2,5,2016-06-25T00:00:00
CUT,The bone marrow was tender.,2,4,2016-03-25T00:00:00
The Sushi Bar,"Everything was generally very fresh, however the prawn was a bit slimy and strong tasting to be absolutely honest.",2,4,2015-12-10T00:00:00
Saveur,"It was tasty and tender, with the complementary oranges and sauce on a bed of potato mash.",2,5,2012-07-19T00:00:00
Yakiniku Yazawa,"In addition to the melt-in-your-mouth meats, the side dishes are also quite tasty.",2,5,2012-10-10T00:00:00
Momma Kong's Crab Shack,According to them the chilli crab which was supposed to be their best seller was so so.,2,3,2015-05-23T00:00:00
Maki-San,The seaweed added flavor to the sushi itself.,2,5,2015-02-01T00:00:00
Salt Grill & Sky Bar,Their red wine sauce was really good though!,2,3,2017-02-05T00:00:00
Spago By Wolfgang Puck,"The pork was cooked to perfection, it was so tender and juicy.",2,4,2017-12-11T00:00:00
Teochew Handmade Pau,The meat inside is juicy and the sauce coats the interior of the bao perfectly so you do not get the feeling of dryness at all.,2,5,2014-07-10T00:00:00
Gyoza-Ya,The thick slab of char siew was equally good!!,2,4,2015-01-23T00:00:00
Ramen Keisuke Tori King,"It did not taste as salty as the Tan Tan Mien, and was just nice for me.",2,2,2016-06-15T00:00:00
Saveur,It melts in your mouth.,2,5,2013-11-26T00:00:00
Jumbo Seafood,The sauce for the chili crab was great for dipping the fried bun.,2,4,2017-12-21T00:00:00
Spago By Wolfgang Puck,It's served with a side of rice which was tasty.,2,4,2018-07-08T00:00:00
My Little Tapas Bar,Chickpeas were tender and creamy (how do you do that!),2,5,2015-01-06T00:00:00
Kailash Parbat,The paneers were delicious,2,5,2015-12-29T00:00:00
Vatos Urban Tacos,The tortilla doesn't really taste good and kinda soggy.,2,3,2017-07-23T00:00:00
Melt CafÃƒÂ©,Desserts the Genoa and linzer torte were brilliant.,2,5,2018-01-15T00:00:00
Liao Fan Hawker Chan,It was also super tender.,2,4,2019-01-08T00:00:00
Song Fa Bak Kut Teh,"The meat was fall-of-the-bones tender, and the soup was a delightful mix of spices and it was so delicious it was nothing I could put words to.",2,5,2018-01-02T00:00:00
Jaan,Arguably the best food I have ever eaten.,2,5,2016-10-11T00:00:00
Killiney Kopitiam,"In fact, I went here twice for breakfast while in Singapore The Kaya spread that had a unique combination of mildly sweet yet savory taste to it.",2,5,2017-12-22T00:00:00
DB Bistro Moderne,"It was juicy, well seasoned, and incredibly rich.",2,3,2014-01-22T00:00:00
Shanghai Ren Jia,How can a super green simple dish be so good.,2,5,2015-11-08T00:00:00
Fat Cow,Break apart the yolk and you have a creamy balance of sweet and saltiness.,2,5,2014-06-12T00:00:00
SKIRT,"Memorable flavour, robust duck fragrance that was fork-tender under the braising technique, jus coating that wowed me in hint of sweetness and a gentle bacon saltiness.",2,5,2013-06-10T00:00:00
The Malayan Council,"The food and cakes are amazing, and we will definitely return!",2,5,2018-01-13T00:00:00
Long Beach Seafood,"The food is great and vegetables are cooked in nice way, sea food is awesome.",2,4,2015-11-07T00:00:00
The Beast,Pulled pork hash and Dutch baby pancakes were equally yummy.,2,4,2015-06-04T00:00:00
Gyoza-Ya,"The thinness of the gyoza skin, the perfect sear, the delicious minced pork that went so well with the vinegar sauce - just blew my mind.",2,4,2016-03-06T00:00:00
MarchÃƒÂ©,The beef was chewy and juicy just like I wanted it to be.,2,4,2017-01-06T00:00:00
Long Phung Vietnamese Restaurant,"Their beef pho is excellent, soup is tasty and beef is tender.",2,4,2014-12-13T00:00:00
Ippudo,The broth is incredibly rich and borderline too fatty & oily.,2,4,2014-05-11T00:00:00
My Little Spanish Place,Wonderful.The charcuterie sausages were lovely and a healthy portion.,2,4,2014-07-05T00:00:00
Killiney Kopitiam,"As for the food, it's the best kaya toast I've had in Singapore, the laksa and mee rebus are both great, and their kopi c/teh c/yuan yang drinks are all top notch.",2,4,2015-06-12T00:00:00
The Black Swan,Evidence of this can be seen where the soft duck meat literally falls off the bone and melts in your mouth.,2,5,2014-12-20T00:00:00
Zam Zam Restaurant,Love the sauce when you eat with biryani.,2,5,2017-12-11T00:00:00
CUT,"The negroni that I ended up with was softened and rounded off having spent some time in the cask, and it tasted timeless.",2,5,2014-04-16T00:00:00
Saveur,"The beef was extremely tender, an easy bite, the stew was not too thick (which i liked).",2,4,2016-07-05T00:00:00
Mahota Commune,Our table also ordered the mushroom soup that was smooth and creamy.,2,5,2017-06-02T00:00:00
Satay By The Bay,Grilled on charcoal - fresh and tasty.,2,5,2017-10-28T00:00:00
Piedra Negra,They make guacamole table side and it was so delicious.,2,5,2014-12-07T00:00:00
Labyrinth,"The savoury radish cake had a crispy edge and was very fragrant, it looked just like a toasty marshmallow.",2,5,2016-03-28T00:00:00
Bread Street Kitchen,"The fish was fresh, not frozen and it was beautifully seasoned.",2,4,2015-12-06T00:00:00
La Pizzaiola,The ham was nice because it wasn't too salty like parma ham sometimes is.,2,4,2012-07-15T00:00:00
Song Fa Bak Kut Teh,It's a light flavor that enhances the flavor of the pork itself.,2,5,2019-01-18T00:00:00
Food Opera,Spicy as hell.,2,4,2018-05-20T00:00:00
Jumbo,Absolutely delicious spicy chili crab.,2,4,2019-05-22T00:00:00
Liao Fan Hawker Chan,The noodle was perfectly done and the star of the show: the soya chicken...man the meat just melts in your mouth.,2,5,2019-09-17T00:00:00
Din Tai Fung,The chilli crab bun did not seem spicy enough.,2,4,2015-08-18T00:00:00
Song Fa Bak Kut Teh,It was pure deliciousness.,2,5,2018-12-05T00:00:00
Flutes,The truffles were a nice touch as well and didn't take away from the rest of the flavors of the course.,2,3,2014-08-15T00:00:00
Jumbo Seafood,I was expecting it to be a lot spicier than it was but it had too much flavour packed into it to make up for it.,2,5,2016-08-19T00:00:00
Etna Italian Restaurant,"seafood sweet and tender, these were salted just right and utterly fantastic.we had to round off the starters with some bruschette (it does, after all, take up a fair half page in the menu), and ended up with the etna, which had a slice each topped with chopped tomatoes, a grilled eggplant slice, parma ham and a slab of mozzarella.",2,5,2014-03-03T00:00:00
Ah Tai Hainanese Chicken Rice,"Perfectly cooked, very flavorful and the sauces - soy, ginger and chili - were perfect complements to the dish!As it turns out, the original chef from Anthony Bourdain's show move down this food stall.",2,5,2015-11-06T00:00:00
CreatureS,"Also the Rainbow Cheesecake is the best cheesecake I've ever eaten in my life - and I used to live and eat for a living in the home of cheesecake - NYC.Nearly every dish that I've tried here is a 5+ star taste, all of it feeling like a first-class home cooked meal.",2,5,2016-06-15T00:00:00
Red House,"We also had barbecued fresh shrimp,these were similarly succulent and sweet.",2,5,2016-05-08T00:00:00
Cook & Brew,The fish (lobster) & chip was nice too as the batter was crispy.,2,3,2015-09-23T00:00:00
Cook & Brew,The casing was tender and the sausage was really delicious.,2,5,2015-07-22T00:00:00
Din Tai Fung,Soup dumplings are all around crazy good.,2,4,2015-05-10T00:00:00
Hong Kong Dim Sum,"The prawn dumpling soup has generously stuffed dumplings livened with shredded black fungus and shrimp, crunchy goodness!",2,3,2016-02-13T00:00:00
Hokkaido Ramen Santouka,It comes with a thick broth that tends to be too salty to drink but you can dilute its saltiness with tea and drink it as a soup.,2,4,2012-08-25T00:00:00
Violet Oon Satay & Grill,The food is well plated with many delicious options - it's a safe place to explore seasonings and spice.,2,4,2018-07-14T00:00:00
Zam Zam Restaurant,"It's got a good mix of spices for complexity, and although the mutton was tender and easy to peel, I've had better.",2,4,2018-06-13T00:00:00
Jumbo Seafood,"The crab is perfectly seasoned in a garlic, ginger, chili sauce that complements the taste of crab - does not over power so the taste of crab comes through - there is so much of it, you'll want to have it over rice.",2,5,2014-06-11T00:00:00
Hainanese Delicacy Chicken Rice,The chicken was so juicy and flavourful... unlike some of the dry chicken I've had back home.,2,5,2015-04-08T00:00:00
The Meeting Place,The seafood are fresh and the chef is able to cook all the dishes to perfect tenderness!,2,5,2017-06-24T00:00:00
Margarita's Dempsey Hill,"The fajitas was delicious, I love their margarita presentation (basically served in a bottle of patron) and their chips and other dishes were pretty good.",2,4,2018-04-29T00:00:00
Le Bistrot Du Sommelier,The onglet steak has a lot of flavor.,2,5,2014-12-06T00:00:00
The Sushi Bar,"Though fatty and plump, the salmon itself is not particularly flavourful.",2,3,2016-05-09T00:00:00
Saveur,The pasta dish was simple but had tons of flavor.,2,5,2013-11-26T00:00:00
Fat Cow,"Most of us ordered the donburi despite the carbo threat - honestly, don't waste a single grain of the perfectly plump, chewy, sticky short-grain rice; it's that good.",2,5,2012-08-10T00:00:00
Da Lian Traditional Noodles,Tastes good but it burns.,2,3,2018-02-22T00:00:00
The Naked Finn,It tasted like crispy sesame seed oil.,2,5,2018-05-31T00:00:00
Vatos Urban Tacos,The Mexican flavoring was on the light side.,2,3,2016-02-15T00:00:00
Singapore Seafood Republic,I felt like the soy sauce flavor could have come out stronger than it did in the chicken.,2,4,2018-06-22T00:00:00
