,Restaurant,Review,Label,Stars,Date,Review_clean
1794,Tian Tian Hainanese Chicken Rice,Overall - 4.0/5.0Came here on a weekday and luckily there was no line up!,3,4,2017-02-06T00:00:00,overall here on a weekday and luckily there was no line up
1795,Jumbo Seafood,I had to bitch and moan each time to get my money back ... what gives???,3,4,2013-12-24T00:00:00,i had to bitch and moan each time to get my money back what gives
1796,126 Eating House,Just know that you do not come here for impeccable service as this is not that type of establishment.,3,4,2018-10-22T00:00:00,just know that you do not come here for impeccable service as this is not that type of establishment
1797,Chapter 55,"So I called in to make a reservation, but an automated voice answering machine told me I would receive a text message to complete the reservation, which I did.",3,2,2015-05-06T00:00:00,so i called in to make a reservation but an automated voice answering machine told me i would receive a text message to complete the reservation which i did
1798,My Little Spanish Place,"Oh, they never once smiled at us.",3,1,2013-07-09T00:00:00,oh they never once smiled at us
1799,Ikoi Japanese Restaurant,I booked over the phone since there was no option to book online and was told that the 5 of us had to sit at the counter.,3,3,2019-06-28T00:00:00,i booked over the phone since there was no option to book online and was told that the of us had to sit at the counter
1800,Li Bai Cantonese Restaurant,"The staff is professional, many of them having worked in the restaurant for years, and they offer a highly personalised and affable service that is often missing in Chinese restaurants.",3,5,2012-08-29T00:00:00,the staff is professional many of them having worked in the restaurant for years and they offer a highly personalised and affable service that is often missing in chinese restaurants
1801,Hokkaido Ramen Santouka,"The dozen or so times I have visited on a weekday evening there is a long queue, thankfully the table turnover is high, so the wait is never more than 15 minutes.",3,3,2012-08-08T00:00:00,the dozen or so times i have visited on a weekday evening there is a long queue thankfully the table turnover is high so the wait is never more than minutes
1802,Ramen Keisuke Tori King,Dropped by this on a weekend for lunch and was surprised that there was no queue!,3,5,2015-11-08T00:00:00,dropped by this on a weekend for lunch and was surprised that there was no queue
1803,Coq & Balls,My friend's salmon was overcooked and came out 15 minutes after my meal!,3,2,2017-07-02T00:00:00,my friend s salmon was overcooked and came out minutes after my meal
1804,Nan Hwa Chong Fish-Head Steamboat Corner,Haha.. it does get pretty hectic during dinner time!,3,4,2014-10-30T00:00:00,haha it does get pretty hectic during dinner time
1805,Violet Oon's Kitchen,"The service was fantastic; Tay described everything, answered questions, and sat down to chat towards the end of the meal!",3,4,2015-10-24T00:00:00,the service was fantastic tay described everything answered questions and sat down to chat towards the end of the meal
1806,Satay By The Bay,"Service is a bit slow, but it's a good place to eat if you're willing to wait.",3,4,2018-07-19T00:00:00,service is a bit slow but it s a good place to eat if you re willing to wait
1807,Burnt Ends,"I might have only that one next time.The one problem I have is that they don't take reservations, and that there are few tables.",3,4,2014-06-17T00:00:00,i might have only that one next time the one problem i have is that they don t take reservations and that there are few tables
1808,Long Phung Vietnamese Restaurant,The clientele leaves much to be desired and I only say this from a hygiene standpoint - may want to consider using disposables?,3,5,2013-05-27T00:00:00,the clientele leaves much to be desired and i only say this from a hygiene standpoint may want to consider using disposables
1809,ParaThai,Service was pretty decent and the food came surprisingly quickly..,3,4,2015-09-05T00:00:00,service was pretty decent and the food came surprisingly quickly
1810,Bakalaki Greek Taverna,We knew this because we were told that our table was prepared but they were accidentally given away to a group of tourists.,3,3,2018-06-10T00:00:00,we knew this because we were told that our table was prepared but they were accidentally given away to a group of tourists
1811,Ocean Curry Fish Head,"I requested to sit inside, but for some reason they made us sit outside.",3,5,2014-04-01T00:00:00,i requested to sit inside but for some reason they made us sit outside
1812,Granny's Secret,It is clean and neat.The service was friendly and helpful.Will I go back?,3,3,2012-10-06T00:00:00,it is clean and neat the service was friendly and helpful will i go back
1813,10 at Claymore,Everyone was friendly but one particular gentlemen was super nice and made the meal start off well.,3,5,2014-12-30T00:00:00,everyone was friendly but one particular gentlemen was super nice and made the meal start off well
1814,Murugan Idli Shop,"Had they served us better, we might have had a few more rounds of idlis!",3,3,2018-05-17T00:00:00,had they served us better we might have had a few more rounds of idlis
1815,Song Fa Bak Kut Teh,There is almost always a line.,3,4,2018-05-01T00:00:00,there is almost always a line
1816,Zhen Zhen Porridge,This is the longest I've ever had to wait for a simple bowl of congee but boy was it worth it.,3,4,2014-02-06T00:00:00,this is the longest i ve ever had to wait for a simple bowl of congee but boy was it worth it
1817,Eight Treasures Vegetarian,"The menu was very extensive and we loved that they would tell you a name of a dish, then give you a description of how they make it.",3,4,2016-11-18T00:00:00,the menu was very extensive and we loved that they would tell you a name of a dish then give you a description of how they make it
1818,The Coconut Club,No queue on a weekday.,3,4,2019-01-11T00:00:00,no queue on a weekday
1819,Braseiro,Service was attentive but not annoying.,3,4,2019-09-18T00:00:00,service was attentive but not annoying
1820,Yakiniku Yazawa,"Everything, but the meat, will take ages, so be prepared...",3,3,2016-06-11T00:00:00,everything but the meat will take ages so be prepared
1821,Majestic Bay,We also had to ask for chopsticks and silverware.,3,2,2015-07-06T00:00:00,we also had to ask for chopsticks and silverware
1822,Mezza9,The table was left uncleaned for a long time.,3,2,2019-03-19T00:00:00,the table was left uncleaned for a long time
1823,Park Bench Deli,I suspect the kitchen forgot my order since quite a few customers who ordered after me got their sandwiches before me.,3,2,2016-05-27T00:00:00,i suspect the kitchen forgot my order since quite a few customers who ordered after me got their sandwiches before me
1824,Gantetsu - Ramen Champion,They will provide you with one of those vibrating and flashing disks to communicate when your order is completed.,3,5,2013-08-13T00:00:00,they will provide you with one of those vibrating and flashing disks to communicate when your order is completed
1825,Liao Fan Hawker Chan,Waited in line foreverrr - it took about 40 min til I got to the front of the line to put in my order!,3,3,2018-04-05T00:00:00,waited in line foreverrr it took about min til i got to the front of the line to put in my order
1826,The Coconut Club,"Most staff has a no smile approach, some even just lazily hang around waiting for the junior staff to do all the work.",3,1,2019-06-23T00:00:00,most staff has a no smile approach some even just lazily hang around waiting for the junior staff to do all the work
1827,Jumbo Seafood,The service was wonderful as it provided with all the tools to avoid the mess that it requires to eat crabs.,3,5,2018-10-21T00:00:00,the service was wonderful as it provided with all the tools to avoid the mess that it requires to eat crabs
1828,Clinton Street Baking Company & Restaurant,"After we were seated, not one staff member came to our table without being asked.",3,3,2015-11-13T00:00:00,after we were seated not one staff member came to our table without being asked
1829,Hokkaido Ramen Santouka,Even the service is well above average for Singapore standards.,3,5,2015-04-15T00:00:00,even the service is well above average for singapore standards
1830,Shin Yuu Japanese Restaurant,Exquisite service by Sarina.,3,5,2017-06-30T00:00:00,exquisite service by sarina
1831,OverEasy,"Oh, and thumbs up for the attentive server for the outdoor area!",3,3,2014-10-06T00:00:00,oh and thumbs up for the attentive server for the outdoor area
1832,Tsuta Japanese Soba Noodles,"I came at 11.30am on a weekday, and there wasn't any queue.",3,5,2017-07-09T00:00:00,i came at on a weekday and there wasn t any queue
1833,Din Tai Fung,We got a seat immediately at 7pm.,3,5,2012-10-06T00:00:00,we got a seat immediately at
1834,Song Fa Bak Kut Teh,Staff will take your order while in line to speed up food delivery once you do get a table.,3,4,2019-12-16T00:00:00,staff will take your order while in line to speed up food delivery once you do get a table
1835,Jumbo Seafood,")Don't take the service personal, its just how the restaurant operates.",3,5,2013-12-21T00:00:00,don t take the service personal its just how the restaurant operates
1836,Ya Hua Bak Kut Teh,The service is very prompt.,3,4,2015-05-10T00:00:00,the service is very prompt
1837,PS.Cafe,"Service is always very warm and friendly, in fact one of the friendliest bunch of floor staff in Singapore.",3,5,2012-08-03T00:00:00,service is always very warm and friendly in fact one of the friendliest bunch of floor staff in singapore
1838,Tai Hwa Pork Noodle,We went around 3 hoping no one would be there but still had to wait about 10-15 mins.,3,4,2015-09-06T00:00:00,we went around hoping no one would be there but still had to wait about mins
1839,Usman Restaurant,"Immediate service, quick turn-around for food delivery, and the owner checked us out at the end.",3,5,2017-03-21T00:00:00,immediate service quick turn around for food delivery and the owner checked us out at the end
1840,Le Bistrot Du Sommelier,The service crew is attentive and they will ask you for feedback.Last but not least the last highlight for the night is the PROFITLEROLES.,3,5,2014-04-25T00:00:00,the service crew is attentive and they will ask you for feedback last but not least the last highlight for the night is the profitleroles
1841,Black Tap,After taking our shake order I really think he forgot all about us.,3,4,2018-09-12T00:00:00,after taking our shake order i really think he forgot all about us
1842,Spago By Wolfgang Puck,Excellent service - attentive and friendly.,3,5,2019-03-21T00:00:00,excellent service attentive and friendly
1843,Swee Choon Tim Sum,They had a button on the table you can press and a waiter will come over pretty much instantly.,3,4,2016-08-08T00:00:00,they had a button on the table you can press and a waiter will come over pretty much instantly
1844,Braci,"Service is outstanding, with a chef coming to your table to explain EVERY single dish.",3,4,2017-10-19T00:00:00,service is outstanding with a chef coming to your table to explain every single dish
1845,Ippudo,"Like any good restaurant in SG, there is wait line for a table.",3,5,2019-08-21T00:00:00,like any good restaurant in sg there is wait line for a table
1846,Hopheads,Super rude and disrespectful.,3,2,2019-09-14T00:00:00,super rude and disrespectful
1847,Tai Hwa Pork Noodle,The most I will queue for this will be 20 minutes.,3,3,2013-06-27T00:00:00,the most i will queue for this will be minutes
1848,Symmetry,"While waiting for the foods to arrive, more and more customers trickled in and we were asked whether we could switch tables and we gladly did (it was a better move as the next space was spacious).",3,4,2015-07-19T00:00:00,while waiting for the foods to arrive more and more customers trickled in and we were asked whether we could switch tables and we gladly did it was a better move as the next space was spacious
1849,Spize,"We got there at about 8:45 on a Saturday, and the queue was short and moved fast.",3,5,2018-03-10T00:00:00,we got there at about on a saturday and the queue was short and moved fast
1850,Char Restaurant,Food wasn't as impressive although this place was highly raved and staff wasn't attentive too.,3,2,2016-09-09T00:00:00,food wasn t as impressive although this place was highly raved and staff wasn t attentive too
1851,Jumbo Seafood,Trying to find the waiter without success we got pretty angry but decided not to do anything about it.,3,1,2016-04-11T00:00:00,trying to find the waiter without success we got pretty angry but decided not to do anything about it
1852,Nassim Hill Bakery Bistro Bar,Customer service really sets the tone of your restaurant.,3,1,2016-09-08T00:00:00,customer service really sets the tone of your restaurant
1853,Bread Street Kitchen,It was as if I was invisible to service.,3,2,2020-01-02T00:00:00,it was as if i was invisible to service
1854,Boon Tong Kee,"Surprisingly, our hostess was very courteous and everyone we dealt with afterwards were also gracious.",3,5,2013-01-25T00:00:00,surprisingly our hostess was very courteous and everyone we dealt with afterwards were also gracious
1855,Burnt Ends,"they didn't bother asking us how we'd like it done, but it came out just perfect.",3,5,2013-11-05T00:00:00,they didn t bother asking us how we d like it done but it came out just perfect
1856,328 Katong Laksa,Thank you 328 for your great food and kind service.,3,5,2019-08-09T00:00:00,thank you for your great food and kind service
1857,328 Katong Laksa,Guy at the cashier could be a bit more inviting though.,3,4,2017-04-15T00:00:00,guy at the cashier could be a bit more inviting though
1858,A Noodle Story,Waits in hawker centers are common for good food.,3,5,2019-03-27T00:00:00,waits in hawker centers are common for good food
1859,Annalakshmi,They can be very weird about giving you a seat.,3,3,2016-07-24T00:00:00,they can be very weird about giving you a seat
1860,Bincho at Hua Bee,Upon returning he informed me that it was a completely different dish to what he introduced when he served it.,3,2,2014-05-04T00:00:00,upon returning he informed me that it was a completely different dish to what he introduced when he served it
1861,Blue Ginger,This is one of my favorite musical groups and not one that I would expect to find playing in a Singaporean restaurant.The service was more consistent than my first visit.,3,4,2012-12-09T00:00:00,this is one of my favorite musical groups and not one that i would expect to find playing in a singaporean restaurant the service was more consistent than my first visit
1862,Boon Tong Kee,But it seems that the old lady servers have never used an iPhone before.,3,4,2014-03-29T00:00:00,but it seems that the old lady servers have never used an iphone before
1863,Bosses Restaurant,"The wait staff are attentive and they check on your tea pot quite frequently, which is a sign of good service.",3,4,2012-08-16T00:00:00,the wait staff are attentive and they check on your tea pot quite frequently which is a sign of good service
1864,Brawn & Brains Coffee,The service was welcoming and friendly.,3,4,2016-06-03T00:00:00,the service was welcoming and friendly
1865,Bread Street Kitchen,"If we'd have been content to leave, they would've been just as happy not to be rushed or bothered!",3,2,2018-07-14T00:00:00,if we d have been content to leave they would ve been just as happy not to be rushed or bothered
1866,Bread Street Kitchen,"Considering how you get immediate attention and service and his other restaurant, this one was a little slower.",3,4,2015-12-06T00:00:00,considering how you get immediate attention and service and his other restaurant this one was a little slower
1867,Bread Street Kitchen,And the wait staff is so great.,3,5,2018-11-13T00:00:00,and the wait staff is so great
1868,Bread Street Kitchen,"While the food was good, service was average.",3,4,2015-12-06T00:00:00,while the food was good service was average
1869,Burnt Ends,"The service we received however, is what made me dock a star.Let's start with the happy stuff first aka my stomach.",3,4,2013-12-05T00:00:00,the service we received however is what made me dock a star let s start with the happy stuff first aka my stomach
1870,CafÃÂ© Iguana,The waiters are always friendly and the prices aren't bad for the location.,3,5,2015-11-01T00:00:00,the waiters are always friendly and the prices aren t bad for the location
1871,Cafe Melba,"Since I think we got there on the early side, there was really no wait to speak of.",3,5,2015-11-28T00:00:00,since i think we got there on the early side there was really no wait to speak of
1872,Chapter 55,"No stars for service and price.Also, I apologise in advance for the epic length review.The word 'hipster' is overused, really.",3,3,2015-06-30T00:00:00,no stars for service and price also i apologise in advance for the epic length review the word hipster is overused really
1873,Chin Chin Restaurant,Food was delicious and served quickly.,3,5,2019-09-24T00:00:00,food was delicious and served quickly
1874,Chin Chin Restaurant,The servers is the usual coffeeshop standards but they serve good food at great value.,3,4,2015-12-30T00:00:00,the servers is the usual coffeeshop standards but they serve good food at great value
1875,Coq & Balls,The staff is relatively helpful and friendly.,3,4,2016-06-22T00:00:00,the staff is relatively helpful and friendly
1876,Curious Palette,"I arrived for dinner last and was seated at our table for three at a seat with the back facing the ""walkway"" where servers constantly were passing through.",3,3,2016-03-07T00:00:00,i arrived for dinner last and was seated at our table for three at a seat with the back facing the walkway where servers constantly were passing through
1877,CUT,"They were attentive without being suffocating, and they were good at making suggestions.",3,5,2014-07-06T00:00:00,they were attentive without being suffocating and they were good at making suggestions
1878,DB Bistro Moderne,"The service was very good, it was very friendly and a casual glance at our fellow diners indicated people were really enjoying themselves.",3,5,2013-11-23T00:00:00,the service was very good it was very friendly and a casual glance at our fellow diners indicated people were really enjoying themselves
1879,Din Tai Fung,The dou miao is also really commendable and is sold out pretty often by dinner time.,3,4,2012-08-22T00:00:00,the dou miao is also really commendable and is sold out pretty often by dinner time
1880,Din Tai Fung,"However, my mom and I never tried the restaurant because the waiting queue is usually really long.",3,5,2013-06-26T00:00:00,however my mom and i never tried the restaurant because the waiting queue is usually really long
1881,Din Tai Fung,"But, I think those arriving when we were being seated were probably having a little longer wait.",3,4,2013-08-13T00:00:00,but i think those arriving when we were being seated were probably having a little longer wait
1882,Din Tai Fung,Service was decent and quick.,3,4,2018-12-31T00:00:00,service was decent and quick
1883,Din Tai Fung,"I didn't know this before, but they also provide little rolly baskets for people to put their personal items in next to their tables, which is then covered by a blanket.",3,5,2013-02-10T00:00:00,i didn t know this before but they also provide little rolly baskets for people to put their personal items in next to their tables which is then covered by a blanket
1884,Empress,"Excellent quality pricy dishes beautiful viewsIt opened only for a month but the crowd on a Saturday is quite surprising, not busy but buzzing.",3,4,2016-01-15T00:00:00,excellent quality pricy dishes beautiful viewsit opened only for a month but the crowd on a saturday is quite surprising not busy but buzzing
1885,Esquina,The food came out in a very orderly fashion.The food ranged from good to exceptional.,3,5,2013-03-03T00:00:00,the food came out in a very orderly fashion the food ranged from good to exceptional
1886,Etna Italian Restaurant,"This time around, however, it was the food that was great and the service was decent but nothing to write home about.",3,4,2012-08-24T00:00:00,this time around however it was the food that was great and the service was decent but nothing to write home about
1887,Etna Italian Restaurant,Wait staff don't smile at customers.,3,1,2019-06-14T00:00:00,wait staff don t smile at customers
1888,Etna Italian Restaurant,"Delicious food, nice wines, great service.",3,4,2017-04-10T00:00:00,delicious food nice wines great service
1889,Fat Cow,Majorly annoying when you are trying to enjoy yourself with friends.4.,3,1,2012-10-22T00:00:00,majorly annoying when you are trying to enjoy yourself with friends
1890,FatPapas,Excellent service.,3,5,2018-09-01T00:00:00,excellent service
1891,Fluff Bakery,"The staffs opened this store up punctually at 12pm and at that time, crowds started forming behind me.",3,5,2015-01-24T00:00:00,the staffs opened this store up punctually at and at that time crowds started forming behind me
1892,FOC,"Getting to ask him about the food (even the ones not destined for us), watching him and the other staff hard at work, chatting about his recommendations and preferences really added to the experience.We had Croquetas de setas (Mushroom croquettes) $8.",3,5,2014-10-02T00:00:00,getting to ask him about the food even the ones not destined for us watching him and the other staff hard at work chatting about his recommendations and preferences really added to the experience we had croquetas de setas mushroom croquettes
1893,Food Republic,Get it with some noodles or rice and you have a substantial meal for 2 people.There are ladies pushing carts around with various drinks so you can just get your food and sit down and not worry about going to the drink stall.There are plenty of tables/seats and there is also a few 'hidden' areas if the main areas look like they are full - just head towards the far corners and look for the signs for 'more seating'.,3,5,2014-03-23T00:00:00,get it with some noodles or rice and you have a substantial meal for people there are ladies pushing carts around with various drinks so you can just get your food and sit down and not worry about going to the drink stall there are plenty of tables seats and there is also a few hidden areas if the main areas look like they are full just head towards the far corners and look for the signs for more seating
1894,Founder Bak Kut Teh,The table comfortably sat my party of five and our server was friendly and efficient.,3,5,2017-08-10T00:00:00,the table comfortably sat my party of five and our server was friendly and efficient
1895,Genesis Vegan Restaurant,"In my experience, the staff were welcoming and attentive.",3,5,2019-12-25T00:00:00,in my experience the staff were welcoming and attentive
1896,Geylang Lorong 9 Beef Kway Teow,Do come early or slightly late after dinner if you want a table fast.,3,4,2014-10-25T00:00:00,do come early or slightly late after dinner if you want a table fast
1897,Greenwood Fish Market & Bistro,Suggestions are to buy the seafood to go or eat at another restaurant that has both good seafood and good service.,3,2,2018-04-14T00:00:00,suggestions are to buy the seafood to go or eat at another restaurant that has both good seafood and good service
1898,Hai Di Lao,I'd pay money just to see that happen again.One of the best parts of the experience is the DIY sauce station.,3,5,2013-08-16T00:00:00,i d pay money just to see that happen again one of the best parts of the experience is the diy sauce station
1899,Hai Di Lao,My boyfriend and I went during non-peak hours (approximately 2130) so the wait was not terrible.,3,3,2017-11-12T00:00:00,my boyfriend and i went during non peak hours approximately so the wait was not terrible
1900,Hai Di Lao,Service is definitely a 5 star experience here.,3,2,2014-11-11T00:00:00,service is definitely a star experience here
1901,Ikoi Japanese Restaurant,"Service is very iffy here, and they are quite under-staffed, but you can't ask for too much when you're not paying top dollar for reasonably acceptable food.",3,4,2015-11-05T00:00:00,service is very iffy here and they are quite under staffed but you can t ask for too much when you re not paying top dollar for reasonably acceptable food
1902,Ikoi Japanese Restaurant,"In addition, some of the staff spoke no English but also no Japanese, Mandarin or Hokkien (not sure what she did speak?).",3,3,2019-06-28T00:00:00,in addition some of the staff spoke no english but also no japanese mandarin or hokkien not sure what she did speak
1903,Imperial Treasure,It was really crowded and we waited for a long time before we could get a table.,3,5,2014-02-14T00:00:00,it was really crowded and we waited for a long time before we could get a table
1904,Imperial Treasure,I figured they had to be since they sat us at a dirty table after making us wait for 40mins.,3,2,2015-02-28T00:00:00,i figured they had to be since they sat us at a dirty table after making us wait for
1905,iO Italian Osteria,You can choose to order the pastas on the menu or opt for classics by telling them what you want.,3,5,2016-10-22T00:00:00,you can choose to order the pastas on the menu or opt for classics by telling them what you want
1906,Ippudo,I accidentally left my camera at the table and they actually came out of the restaurant to try and find me.,3,4,2014-05-11T00:00:00,i accidentally left my camera at the table and they actually came out of the restaurant to try and find me
1907,Ippudo,Long lines during lunch time but not as good as the one in Japan.,3,3,2015-09-02T00:00:00,long lines during lunch time but not as good as the one in japan
1908,Ippudo,We got here when it opened (to avoid the long wait since they don't take reservations...I think for weekends especially).,3,4,2013-04-21T00:00:00,we got here when it opened to avoid the long wait since they don t take reservations i think for weekends especially
1909,Jai Thai,"The service was good, as the staff was warm and hospitable.",3,3,2012-09-01T00:00:00,the service was good as the staff was warm and hospitable
1910,Jing Hua Xiao Chi,forget service (at least you dun have to leave a tip).,3,5,2013-08-26T00:00:00,forget service at least you dun have to leave a tip
1911,Joo Bar,It was super refreshing regardless and a good crowd-pleaser.I took away one star for slow service and relatively boring food options.,3,3,2018-09-20T00:00:00,it was super refreshing regardless and a good crowd pleaser i took away one star for slow service and relatively boring food options
1912,Jumbo Seafood,You put your name in the queue and they will call you when your table is ready.,3,4,2017-08-04T00:00:00,you put your name in the queue and they will call you when your table is ready
1913,Jumbo Seafood,and decent service.,3,4,2017-07-31T00:00:00,and decent service
1914,Jumbo Seafood,They would not offer a refund and were very rude.,3,1,2016-09-02T00:00:00,they would not offer a refund and were very rude
1915,Jumbo Seafood,There was cockroach crawled on my wife leg.,3,1,2018-03-30T00:00:00,there was cockroach crawled on my wife leg
1916,Jumbo Seafood,Food was delicious but the wait was awful... 90 minutes.,3,3,2016-02-15T00:00:00,food was delicious but the wait was awful minutes
1917,Kaiseki Yoshiyuki,His other chef spoke better English and also engaged with guests.,3,4,2017-04-12T00:00:00,his other chef spoke better english and also engaged with guests
1918,Kazu Sumiyaki,"Like all great food places in Singapore, booking in advance is a must.Service is efficient and the place is a little crowded as they tend to cramp in as many seats as possible.",3,5,2013-10-26T00:00:00,like all great food places in singapore booking in advance is a must service is efficient and the place is a little crowded as they tend to cramp in as many seats as possible
1919,Keng Eng Kee Seafood,The owner and his son even came out with a bottle of Remy (not on the menu) and took a couple of shots with us.,3,5,2018-04-11T00:00:00,the owner and his son even came out with a bottle of remy not on the menu and took a couple of shots with us
1920,Ki-sho,"At the end of the very filling and pleasant meal, we conversed with the chef for a while.",3,5,2016-09-02T00:00:00,at the end of the very filling and pleasant meal we conversed with the chef for a while
1921,Kok Sen Restaurant,"In the event that the restaurant may be full, you might be asked to dine in the backlane, just beside a small road.If you have looked through the Menu, there were quite a number of noodles dishes with big prawns under the recommendation.",3,4,2018-09-16T00:00:00,in the event that the restaurant may be full you might be asked to dine in the backlane just beside a small road if you have looked through the menu there were quite a number of noodles dishes with big prawns under the recommendation
1922,La Petite Cuisine,"We were given the menu, and complimentary warm crusty rolls with butter were served shortly after we placed our order at the cashier.",3,4,2013-07-27T00:00:00,we were given the menu and complimentary warm crusty rolls with butter were served shortly after we placed our order at the cashier
1923,La Pizzaiola,Being that it was Mother's Day the place was quite crowded.,3,4,2016-05-08T00:00:00,being that it was mother s day the place was quite crowded
1924,Latteria Mozzarella Bar,"1) Service was friendly (I always appreciate that), but terrible.",3,2,2013-04-20T00:00:00,service was friendly i always appreciate that but terrible
1925,LAVO Italian Restaurant & Rooftop Bar,"Service was slow to give us the menu, but quick to take my unfinished drink and wipe down the table after 15 minutes before we were ready to leave.",3,3,2020-01-04T00:00:00,service was slow to give us the menu but quick to take my unfinished drink and wipe down the table after minutes before we were ready to leave
1926,Lei Garden,"Very unattentive, not refilling your water, taking forever to give the drinks, also they were not able to explain a lot of the dishes very well.",3,4,2016-08-16T00:00:00,very unattentive not refilling your water taking forever to give the drinks also they were not able to explain a lot of the dishes very well
1927,Liao Fan Hawker Chan,I recommend using their electronic kiosk to order because that seems to be faster than ordering with the cashier.,3,4,2017-12-08T00:00:00,i recommend using their electronic kiosk to order because that seems to be faster than ordering with the cashier
1928,Liao Fan Hawker Chan,We got to the Chinatown complex around 9:30am but the stall didn't open until 10:30am.,3,4,2019-01-08T00:00:00,we got to the chinatown complex around but the stall didn t open until
1929,Liao Fan Hawker Chan,I'm not sure if I would come here again and wait in the really long line.,3,4,2018-07-11T00:00:00,i m not sure if i would come here again and wait in the really long line
1930,Liao Fan Hawker Chan,The line moves very slowly but it's totally worth it!,3,5,2017-11-17T00:00:00,the line moves very slowly but it s totally worth it
1931,Lola's Cafe,Although I hear it can get quite long of a wait.,3,3,2016-04-23T00:00:00,although i hear it can get quite long of a wait
1932,Long Beach King Seafood,"peanuts on the table/ things you wouldn't normally expect), but this may be standard in Singapore.",3,5,2018-12-29T00:00:00,peanuts on the table things you wouldn t normally expect but this may be standard in singapore
1933,Long Beach Seafood,Service is attentive.,3,3,2018-01-09T00:00:00,service is attentive
1934,Maison Ikkoku Restaurant & Bar,"Affordability would be so much more welcoming, especially to tourists.However, service by our cocktail connoisseur was great.",3,4,2016-04-13T00:00:00,affordability would be so much more welcoming especially to tourists however service by our cocktail connoisseur was great
1935,Maison Ikkoku Restaurant & Bar,"One thing that Maison Ikkoku does well is the pairing of different bean types to different brewing methods, and the baristas are well versed in which method to pair to which bean.",3,4,2013-07-13T00:00:00,one thing that maison ikkoku does well is the pairing of different bean types to different brewing methods and the baristas are well versed in which method to pair to which bean
1936,Man Man Japanese Unagi,Everyone is orderly with a small number queuing right outside the door and an empty passage way for pedestrians to walk through then the longer queue starts so don't be deceived if you only see a few people at the door.,3,5,2018-07-17T00:00:00,everyone is orderly with a small number queuing right outside the door and an empty passage way for pedestrians to walk through then the longer queue starts so don t be deceived if you only see a few people at the door
1937,Meat Smith,But (perhaps it's because the operational staffs are new) the service experience overall was not to the best.,3,3,2015-02-27T00:00:00,but perhaps it s because the operational staffs are new the service experience overall was not to the best
1938,Mellben Seafood,The service standards have dropped to an all time low.,3,1,2014-12-16T00:00:00,the service standards have dropped to an all time low
1939,Mr and Mrs Mohgan's Super Crispy Roti Prata,"Wait, and your order is taken, and they write it on a paper and grab a seat.",3,5,2017-06-05T00:00:00,wait and your order is taken and they write it on a paper and grab a seat
1940,MTR 1924,They have a good system to minimize waiting by allowing you to place your order and pay while in the queue then being seated closer to when your food is ready as all orders take about 10 minutes.My guess is b/c everything is made fresh to order.,3,5,2014-04-06T00:00:00,they have a good system to minimize waiting by allowing you to place your order and pay while in the queue then being seated closer to when your food is ready as all orders take about minutes my guess is b c everything is made fresh to order
1941,Murugan Idli Shop,"Sambar Vadai was ok. All in all, if you are looking for a vegetarian tamilian eat out, this is the place to be.It's quite crowded during the weekends, and it could be difficult to get a table if you are in a group.",3,5,2014-05-09T00:00:00,sambar vadai was ok all in all if you are looking for a vegetarian tamilian eat out this is the place to be it s quite crowded during the weekends and it could be difficult to get a table if you are in a group
1942,Nakhon Kitchen,"Excellent Thai food, service is fast but service level is just average.",3,5,2018-03-04T00:00:00,excellent thai food service is fast but service level is just average
1943,Nan Hwa Chong Fish-Head Steamboat Corner,The boss himself still brings up the steamboat to the table.,3,4,2013-03-25T00:00:00,the boss himself still brings up the steamboat to the table
1944,National Kitchen By Violet Oon,"Service was exceptional, every item was explained in depth.",3,5,2019-04-19T00:00:00,service was exceptional every item was explained in depth
1945,New York Pizza Factory, Recommend for me I will not be going back at all and that is because the pizza is bla and hidden secret pizza toppings that I do not know what they are and their cleaning standards are not up to par.,3,1,2014-10-03T00:00:00,recommend for me i will not be going back at all and that is because the pizza is bla and hidden secret pizza toppings that i do not know what they are and their cleaning standards are not up to par
1946,No Signboard Seafood Restaurant,The waiters will put appetizers and wet wipes on the table without telling you it's not free.,3,3,2017-11-26T00:00:00,the waiters will put appetizers and wet wipes on the table without telling you it s not free
1947,No Signboard Seafood Restaurant, The staff was excellent and very attentive to my needs.,3,5,2018-03-12T00:00:00,the staff was excellent and very attentive to my needs
1948,Oscar's,It takes a special team to make every guest feel valued.,3,5,2016-11-06T00:00:00,it takes a special team to make every guest feel valued
1949,PappaRich,"Hmm, I want to say 3.5 stars for service and 4.2 stars for food.",3,4,2017-06-09T00:00:00,hmm i want to say stars for service and stars for food
1950,PappaRich,No greeting when I arrived and when the meal is served.,3,3,2015-04-21T00:00:00,no greeting when i arrived and when the meal is served
1951,Piedra Negra,"Our neighbor compares this place to Yucatan and Acapulco, sooo epic!Fresh mixed Guacamole at our table, attentive nice staff -",3,5,2016-07-22T00:00:00,our neighbor compares this place to yucatan and acapulco sooo epic fresh mixed guacamole at our table attentive nice staff
1952,Piedra Negra,"In conclusion, I would order food for takeaway, or possibly come back when I had an hour to wait for my food.",3,3,2014-05-05T00:00:00,in conclusion i would order food for takeaway or possibly come back when i had an hour to wait for my food
1953,Ponggol Nasi Lemak,The traffic here also does get pretty congested during the peak hours in the evening.,3,3,2012-09-06T00:00:00,the traffic here also does get pretty congested during the peak hours in the evening
